Time,Temperature,Humidity,AirQuality
2024-01-10 20:30:15,25.7,38.0,High
2024-01-10 20:30:18,25.7,38.1,High
2024-01-10 20:30:20,25.7,38.0,High
2024-01-10 20:30:22,25.7,38.2,High
2024-01-10 20:30:24,25.7,38.1,High
2024-01-10 20:30:27,25.7,38.2,High
2024-01-10 20:30:29,25.7,38.0,High
2024-01-10 20:30:31,25.7,38.0,High
2024-01-10 20:30:34,25.7,38.0,High
2024-01-10 20:30:37,25.7,38.0,High
2024-01-10 20:30:39,25.7,38.1,High
2024-01-10 20:30:41,25.7,38.2,High
2024-01-10 20:30:43,25.7,38.2,High
2024-01-10 20:30:46,25.7,38.3,High
2024-01-10 20:30:48,25.7,38.3,High
2024-01-10 20:30:51,25.7,38.3,High
2024-01-10 20:30:53,25.7,37.7,High
2024-01-10 20:30:57,25.7,37.7,High
2024-01-10 20:30:59,25.7,37.7,High
2024-01-10 20:31:01,25.7,37.8,High
2024-01-10 20:31:04,25.7,37.8,High
2024-01-10 20:31:07,25.7,37.7,High
2024-01-10 20:31:09,25.7,37.6,High
2024-01-10 20:31:11,25.7,37.5,High
2024-01-10 20:31:13,25.7,37.3,High
2024-01-10 20:31:16,25.7,37.3,High
2024-01-10 20:31:18,25.7,37.3,High
2024-01-10 20:31:20,25.6,37.3,High
2024-01-10 20:31:23,25.6,37.3,High
2024-01-10 20:31:25,25.7,37.4,High
2024-01-10 20:31:27,25.7,37.5,High
2024-01-10 20:31:29,25.7,37.5,High
2024-01-10 20:31:32,25.6,37.7,High
2024-01-10 20:31:34,25.6,38.2,High
2024-01-10 20:31:36,25.6,38.1,High
2024-01-10 20:31:38,25.6,38.0,High
2024-01-10 20:31:41,25.6,38.0,High
2024-01-10 20:31:43,25.6,38.0,High
2024-01-10 20:31:45,25.6,37.9,High
2024-01-10 20:31:47,25.7,37.8,High
2024-01-10 20:31:50,25.6,37.9,High
2024-01-10 20:31:52,25.6,37.7,High
2024-01-10 20:31:55,25.6,37.7,High
2024-01-10 20:31:57,25.6,37.5,High
2024-01-10 20:32:00,25.6,37.5,High
2024-01-10 20:32:02,25.6,37.6,High
2024-01-10 20:32:04,25.6,37.6,High
2024-01-10 20:32:07,25.6,37.6,High
2024-01-10 20:32:10,25.6,38.0,High
2024-01-10 20:32:12,25.6,38.0,High
2024-01-10 20:32:14,25.6,37.8,High
2024-01-10 20:32:16,25.6,37.6,High
2024-01-10 20:32:19,25.6,37.6,High
2024-01-10 20:32:21,25.6,37.8,High
2024-01-10 20:32:23,25.6,37.7,High
2024-01-10 20:32:25,25.6,37.7,High
2024-01-10 20:32:28,25.6,38.0,High
2024-01-10 20:32:30,25.6,37.8,High
2024-01-10 20:32:32,25.6,37.5,High
2024-01-10 20:32:34,25.6,37.4,High
2024-01-10 20:32:37,25.6,37.4,High
2024-01-10 20:32:39,25.6,37.4,High
2024-01-10 20:32:41,25.6,37.3,High
2024-01-10 20:32:44,25.6,37.2,High
2024-01-10 20:32:46,25.6,37.2,High
2024-01-10 20:32:48,25.6,37.2,High
2024-01-10 20:32:50,25.6,37.3,High
2024-01-10 20:32:54,25.6,37.3,High
2024-01-10 20:32:56,25.6,37.3,High
2024-01-10 20:32:58,25.6,37.2,High
2024-01-10 20:33:00,25.6,37.2,High
2024-01-10 20:33:03,25.6,37.3,High
2024-01-10 20:33:05,25.6,37.3,High
2024-01-10 20:33:07,25.6,37.4,High
2024-01-10 20:33:09,25.6,37.4,High
2024-01-10 20:33:12,25.6,37.4,High
2024-01-10 20:33:14,25.6,37.7,High
2024-01-10 20:33:16,25.6,37.7,High
2024-01-10 20:33:18,25.6,37.8,High
2024-01-10 20:33:21,25.6,37.6,High
2024-01-10 20:33:23,25.6,37.5,High
2024-01-10 20:33:25,25.6,37.5,High
2024-01-10 20:33:27,25.6,37.5,High
2024-01-10 20:33:30,25.6,37.3,High
2024-01-10 20:33:32,25.6,37.5,High
2024-01-10 20:33:34,25.6,37.4,High
2024-01-10 20:33:36,25.6,37.3,High
2024-01-10 20:33:39,25.6,37.3,High
2024-01-10 20:33:41,25.6,37.3,High
2024-01-10 20:33:43,25.6,37.2,High
2024-01-10 20:33:46,25.6,37.2,High
2024-01-10 20:33:49,25.6,37.2,High
2024-01-10 20:33:51,25.6,37.4,High
2024-01-10 20:33:53,25.6,37.6,High
2024-01-10 20:33:56,25.6,37.5,High
2024-01-10 20:33:58,25.6,37.3,High
2024-01-10 20:34:00,25.6,37.2,High
2024-01-10 20:34:02,25.6,37.2,High
2024-01-10 20:34:06,25.6,37.2,High
2024-01-10 20:34:08,25.6,37.3,High
2024-01-10 20:34:10,25.6,37.2,High
2024-01-10 20:34:12,25.6,37.1,High
2024-01-10 20:34:15,25.6,37.1,High
2024-01-10 20:34:17,25.6,37.0,High
2024-01-10 20:34:19,25.6,37.0,High
2024-01-10 20:34:21,25.6,36.9,High
2024-01-10 20:34:24,25.6,36.9,High
2024-01-10 20:34:26,25.6,36.9,High
2024-01-10 20:34:28,25.6,36.9,High
2024-01-10 20:34:30,25.6,36.9,High
2024-01-10 20:34:33,25.6,37.0,High
2024-01-10 20:34:35,25.6,37.0,High
2024-01-10 20:34:38,25.6,37.0,High
2024-01-10 20:34:40,25.6,37.3,High
2024-01-10 20:34:43,25.6,37.4,High
2024-01-10 20:34:45,25.6,37.3,High
2024-01-10 20:34:47,25.6,37.4,High
2024-01-10 20:34:49,25.6,37.5,High
2024-01-10 20:34:52,25.6,37.5,High
2024-01-10 20:34:54,25.6,37.3,High
2024-01-10 20:34:56,25.6,37.1,High
2024-01-10 20:34:58,25.6,37.0,High
2024-01-10 20:35:01,25.6,37.2,High
2024-01-10 20:35:04,25.6,37.2,High
2024-01-10 20:35:06,25.6,37.5,High
2024-01-10 20:35:09,25.6,37.9,High
2024-01-10 20:35:11,25.6,37.9,High
2024-01-10 20:35:13,25.6,37.9,High
2024-01-10 20:35:15,25.6,37.9,High
2024-01-10 20:35:18,25.6,38.1,High
2024-01-10 20:35:20,25.6,38.3,High
2024-01-10 20:35:22,25.6,38.3,High
2024-01-10 20:35:24,25.6,37.8,High
2024-01-10 20:35:27,25.6,37.8,High
2024-01-10 20:35:29,25.6,37.8,High
2024-01-10 20:35:31,25.6,37.8,High
2024-01-10 20:35:33,25.6,37.6,High
2024-01-10 20:35:36,25.6,37.3,High
2024-01-10 20:35:38,25.6,37.3,High
2024-01-10 20:35:40,25.6,37.4,High
2024-01-10 20:35:42,25.6,37.5,High
2024-01-10 20:35:45,25.6,37.6,High
2024-01-10 20:35:47,25.6,37.5,High
2024-01-10 20:35:50,25.6,37.5,High
2024-01-10 20:35:52,25.6,37.4,High
2024-01-10 20:35:55,25.6,37.3,High
2024-01-10 20:35:57,25.6,37.3,High
2024-01-10 20:35:59,25.6,37.5,High
2024-01-10 20:36:01,25.6,37.7,High
2024-01-10 20:36:04,25.6,37.6,High
2024-01-10 20:36:06,25.6,37.4,High
2024-01-10 20:36:08,25.6,37.3,High
2024-01-10 20:36:10,25.6,37.1,High
2024-01-10 20:36:13,25.6,37.2,High
2024-01-10 20:36:15,25.6,37.2,High
2024-01-10 20:36:17,25.6,37.3,High
2024-01-10 20:36:19,25.6,37.3,High
2024-01-10 20:36:22,25.6,37.4,High
2024-01-10 20:36:24,25.6,37.5,High
2024-01-10 20:36:26,25.6,37.3,High
2024-01-10 20:36:29,25.5,37.4,High
2024-01-10 20:36:31,25.6,37.3,High
2024-01-10 20:36:33,25.6,37.2,High
2024-01-10 20:36:35,25.5,37.2,High
2024-01-10 20:36:38,25.5,37.3,High
2024-01-10 20:36:40,25.6,37.3,High
2024-01-10 20:36:42,25.5,37.3,High
2024-01-10 20:36:44,25.5,37.5,High
2024-01-10 20:36:47,25.5,37.5,High
2024-01-10 20:36:49,25.5,37.4,High
2024-01-10 20:36:51,25.5,37.4,High
2024-01-10 20:36:53,25.5,37.4,High
2024-01-10 20:36:56,25.5,37.2,High
2024-01-10 20:36:58,25.5,37.2,High
2024-01-10 20:37:00,25.5,37.3,High
2024-01-10 20:37:02,25.5,37.2,High
2024-01-10 20:37:05,25.5,37.3,High
2024-01-10 20:37:07,25.5,37.2,High
2024-01-10 20:37:09,25.5,37.2,High
2024-01-10 20:37:11,25.5,37.1,High
2024-01-10 20:37:14,25.5,37.1,High
2024-01-10 20:37:16,25.5,37.1,High
2024-01-10 20:37:18,25.5,37.2,High
2024-01-10 20:37:20,25.5,37.3,High
2024-01-10 20:37:23,25.5,37.2,High
2024-01-10 20:37:25,25.5,37.2,High
2024-01-10 20:37:27,25.5,37.2,High
2024-01-10 20:37:29,25.5,37.2,High
2024-01-10 20:37:32,25.5,37.2,High
2024-01-10 20:37:34,25.5,37.2,High
2024-01-10 20:37:36,25.5,37.1,High
2024-01-10 20:37:39,25.5,37.0,High
2024-01-10 20:37:41,25.5,37.0,High
2024-01-10 20:37:43,25.5,37.1,High
2024-01-10 20:37:45,25.5,37.2,High
2024-01-10 20:37:48,25.5,37.4,High
2024-01-10 20:37:51,25.5,37.4,High
2024-01-10 20:37:53,25.5,37.4,High
2024-01-10 20:37:55,25.5,37.4,High
2024-01-10 20:37:58,25.5,37.3,High
2024-01-10 20:38:00,25.5,37.3,High
2024-01-10 20:38:02,25.5,37.2,High
2024-01-10 20:38:04,25.5,37.4,High
2024-01-10 20:38:07,25.5,37.5,High
2024-01-10 20:38:09,25.5,37.3,High
2024-01-10 20:38:11,25.5,37.3,High
2024-01-10 20:38:13,25.5,37.2,High
2024-01-10 20:38:17,25.5,37.2,High
2024-01-10 20:38:19,25.5,37.3,High
2024-01-10 20:38:21,25.5,37.5,High
2024-01-10 20:38:23,25.5,37.5,High
2024-01-10 20:38:27,25.5,37.5,High
2024-01-10 20:38:29,25.5,37.6,High
2024-01-10 20:38:31,25.5,37.5,High
2024-01-10 20:38:33,25.5,37.3,High
2024-01-10 20:38:36,25.5,37.3,High
2024-01-10 20:38:39,25.5,37.3,High
2024-01-10 20:38:41,25.5,37.2,High
2024-01-10 20:38:43,25.5,37.1,High
2024-01-10 20:38:46,25.5,37.1,High
2024-01-10 20:38:49,25.5,37.1,High
2024-01-10 20:38:51,25.5,37.1,High
2024-01-10 20:38:55,25.5,37.1,High
2024-01-10 20:38:57,25.5,37.1,High
2024-01-10 20:38:59,25.5,37.1,High
2024-01-10 20:39:01,25.5,37.2,High
2024-01-10 20:39:04,25.5,37.3,High
2024-01-10 20:39:06,25.5,37.5,High
2024-01-10 20:39:08,25.5,37.6,High
2024-01-10 20:39:10,25.5,37.6,High
2024-01-10 20:39:13,25.5,37.5,High
2024-01-10 20:39:15,25.5,37.5,High
2024-01-10 20:39:17,25.5,37.4,High
2024-01-10 20:39:19,25.5,37.2,High
2024-01-10 20:39:22,25.5,37.2,High
2024-01-10 20:39:24,25.5,37.2,High
2024-01-10 20:39:26,25.5,37.2,High
2024-01-10 20:39:28,25.5,37.4,High
2024-01-10 20:39:31,25.5,37.6,High
2024-01-10 20:39:33,25.5,37.6,High
2024-01-10 20:39:35,25.5,37.6,High
2024-01-10 20:39:37,25.5,37.5,High
2024-01-10 20:39:41,25.5,37.5,High
2024-01-10 20:39:43,25.4,37.3,High
2024-01-10 20:39:46,25.4,37.3,High
2024-01-10 20:39:48,25.4,37.2,High
2024-01-10 20:39:52,25.4,37.2,High
2024-01-10 20:39:54,25.4,37.5,High
2024-01-10 20:39:57,25.4,37.5,High
2024-01-10 20:39:59,25.4,37.2,High
2024-01-10 20:40:02,25.4,37.2,High
2024-01-10 20:40:04,25.4,37.6,High
2024-01-10 20:40:06,25.4,38.0,High
2024-01-10 20:40:10,25.4,38.0,High
2024-01-10 20:40:12,25.4,37.6,High
2024-01-10 20:40:15,25.4,37.6,High
2024-01-10 20:40:17,25.4,37.9,High
2024-01-10 20:40:20,25.4,38.0,High
2024-01-10 20:40:22,25.4,37.7,High
2024-01-10 20:40:24,25.4,37.5,High
2024-01-10 20:40:26,25.4,37.4,High
2024-01-10 20:40:29,25.4,37.4,High
2024-01-10 20:40:31,25.4,37.4,High
2024-01-10 20:40:33,25.4,37.5,High
2024-01-10 20:40:35,25.4,37.4,High
2024-01-10 20:40:38,25.4,37.3,High
2024-01-10 20:40:41,25.4,37.3,High
2024-01-10 20:40:43,25.4,37.2,High
2024-01-10 20:40:45,25.4,37.2,High
2024-01-10 20:40:48,25.4,37.2,High
2024-01-10 20:40:50,25.4,37.1,High
2024-01-10 20:40:52,25.4,37.0,High
2024-01-10 20:40:54,25.4,36.9,High
2024-01-10 20:40:57,25.4,36.9,High
2024-01-10 20:40:59,25.4,37.1,High
2024-01-10 20:41:01,25.4,37.3,High
2024-01-10 20:41:03,25.4,37.2,High
2024-01-10 20:41:06,25.4,37.3,High
2024-01-10 20:41:08,25.4,37.2,High
2024-01-10 20:41:10,25.4,37.2,High
2024-01-10 20:41:12,25.4,37.2,High
2024-01-10 20:41:16,25.4,37.2,High
2024-01-10 20:41:18,25.4,37.4,High
2024-01-10 20:41:20,25.4,37.3,High
2024-01-10 20:41:22,25.4,37.2,High
2024-01-10 20:41:26,25.4,37.2,High
2024-01-10 20:41:28,25.4,37.5,High
2024-01-10 20:41:30,25.4,37.3,High
2024-01-10 20:41:33,25.4,37.2,High
2024-01-10 20:41:35,25.4,37.3,High
2024-01-10 20:41:37,25.4,37.2,High
2024-01-10 20:41:39,25.4,37.2,High
2024-01-10 20:41:42,25.4,37.2,High
2024-01-10 20:41:44,25.4,37.2,High
2024-01-10 20:41:46,25.4,37.2,High
2024-01-10 20:41:48,25.4,37.2,High
2024-01-10 20:41:51,25.4,37.3,High
2024-01-10 20:41:53,25.4,37.3,High
2024-01-10 20:41:55,25.4,37.2,High
2024-01-10 20:41:57,25.4,37.2,High
2024-01-10 20:42:00,25.4,37.2,High
2024-01-10 20:42:02,25.4,37.1,High
2024-01-10 20:42:05,25.4,37.1,High
2024-01-10 20:42:07,25.4,37.0,High
2024-01-10 20:42:11,25.4,37.0,High
2024-01-10 20:42:13,25.4,37.0,High
2024-01-10 20:42:15,25.4,37.0,High
2024-01-10 20:42:17,25.4,37.0,High
2024-01-10 20:42:20,25.4,36.9,High
2024-01-10 20:42:22,25.4,37.0,High
2024-01-10 20:42:24,25.4,37.2,High
2024-01-10 20:42:26,25.4,37.2,High
2024-01-10 20:42:29,25.4,37.2,High
2024-01-10 20:42:31,25.4,37.1,High
2024-01-10 20:42:33,25.4,37.0,High
2024-01-10 20:42:36,25.4,37.1,High
2024-01-10 20:42:38,25.4,37.1,High
2024-01-10 20:42:40,25.4,37.2,High
2024-01-10 20:42:42,25.4,37.2,High
2024-01-10 20:42:45,25.4,37.2,High
2024-01-10 20:42:47,25.4,37.2,High
2024-01-10 20:42:49,25.4,37.2,High
2024-01-10 20:42:51,25.4,37.1,High
2024-01-10 20:42:54,25.4,37.0,High
2024-01-10 20:42:56,25.4,37.0,High
2024-01-10 20:42:58,25.4,37.1,High
2024-01-10 20:43:00,25.4,37.1,High
2024-01-10 20:43:04,25.4,37.1,High
2024-01-10 20:43:06,25.4,37.0,High
2024-01-10 20:43:09,25.4,37.0,High
2024-01-10 20:43:11,25.4,37.0,High
2024-01-10 20:43:14,25.3,37.5,High
2024-01-10 20:43:16,25.4,37.7,High
2024-01-10 20:43:18,25.4,37.9,High
2024-01-10 20:43:21,25.4,37.9,High
2024-01-10 20:43:24,25.4,37.7,High
2024-01-10 20:43:26,25.3,37.3,High
2024-01-10 20:43:28,25.4,37.3,High
2024-01-10 20:43:30,25.4,37.2,High
2024-01-10 20:43:34,25.4,37.2,High
2024-01-10 20:43:36,25.4,37.2,High
2024-01-10 20:43:38,25.4,37.2,High
2024-01-10 20:43:40,25.4,37.1,High
2024-01-10 20:43:43,25.4,37.1,High
2024-01-10 20:43:45,25.4,37.2,High
2024-01-10 20:43:47,25.4,37.2,High
2024-01-10 20:43:49,25.4,37.2,High
2024-01-10 20:43:52,25.3,37.2,High
2024-01-10 20:43:54,25.4,37.2,High
2024-01-10 20:43:56,25.4,37.2,High
2024-01-10 20:44:00,25.4,37.2,High
2024-01-10 20:44:02,25.4,37.1,High
2024-01-10 20:44:04,25.4,37.2,High
2024-01-10 20:44:06,25.4,37.2,High
2024-01-10 20:44:09,25.4,37.2,High
2024-01-10 20:44:11,25.4,37.1,High
2024-01-10 20:44:13,25.4,37.2,High
2024-01-10 20:44:15,25.4,37.1,High
2024-01-10 20:44:18,25.4,37.0,High
2024-01-10 20:44:20,25.4,37.0,High
2024-01-10 20:44:22,25.4,37.0,High
2024-01-10 20:44:24,25.4,36.9,High
2024-01-10 20:44:27,25.3,36.9,High
2024-01-10 20:44:29,25.4,36.8,High
2024-01-10 20:44:31,25.4,37.1,High
2024-01-10 20:44:33,25.4,37.0,High
2024-01-10 20:44:36,25.4,36.9,High
2024-01-10 20:44:39,25.4,36.9,High
2024-01-10 20:44:41,25.4,36.9,High
2024-01-10 20:44:43,25.3,37.1,High
2024-01-10 20:44:46,25.4,37.3,High
2024-01-10 20:44:48,25.3,37.2,High
2024-01-10 20:44:50,25.3,37.1,High
2024-01-10 20:44:53,25.3,37.1,High
2024-01-10 20:44:56,25.3,37.1,High
2024-01-10 20:44:58,25.3,36.9,High
2024-01-10 20:45:00,25.3,36.8,High
2024-01-10 20:45:02,25.4,36.9,High
2024-01-10 20:45:05,25.3,37.1,High
2024-01-10 20:45:07,25.3,37.2,High
2024-01-10 20:45:10,25.3,37.2,High
2024-01-10 20:45:13,25.4,37.3,High
2024-01-10 20:45:15,25.3,37.5,High
2024-01-10 20:45:17,25.3,37.6,High
2024-01-10 20:45:19,25.3,37.6,High
2024-01-10 20:45:22,25.3,37.5,High
2024-01-10 20:45:24,25.3,37.5,High
2024-01-10 20:45:26,25.3,37.2,High
2024-01-10 20:45:29,25.3,37.2,High
2024-01-10 20:45:32,25.3,37.2,High
2024-01-10 20:45:34,25.3,37.4,High
2024-01-10 20:45:36,25.3,37.6,High
2024-01-10 20:45:38,25.3,37.8,High
2024-01-10 20:45:41,25.3,37.6,High
2024-01-10 20:45:43,25.3,37.5,High
2024-01-10 20:45:45,25.3,37.2,High
2024-01-10 20:45:47,25.3,37.2,High
2024-01-10 20:45:50,25.3,37.2,High
2024-01-10 20:45:52,25.3,37.1,High
2024-01-10 20:45:55,25.3,37.1,High
2024-01-10 20:45:57,25.3,37.2,High
2024-01-10 20:46:00,25.3,37.2,High
2024-01-10 20:46:02,25.3,37.3,High
2024-01-10 20:46:04,25.3,37.2,High
2024-01-10 20:46:06,25.4,37.2,High
2024-01-10 20:46:09,25.3,37.5,High
2024-01-10 20:46:11,25.3,37.5,High
2024-01-10 20:46:13,25.3,37.4,High
2024-01-10 20:46:15,25.3,37.1,High
2024-01-10 20:46:19,25.3,37.1,High
2024-01-10 20:46:21,25.3,36.9,High
2024-01-10 20:46:23,25.3,36.9,High
2024-01-10 20:46:26,25.4,37.2,High
2024-01-10 20:46:28,25.3,37.3,High
2024-01-10 20:46:30,25.4,37.5,High
2024-01-10 20:46:32,25.3,37.6,High
2024-01-10 20:46:35,25.3,37.5,High
2024-01-10 20:46:37,25.4,37.2,High
2024-01-10 20:46:39,25.3,37.0,High
2024-01-10 20:46:41,25.4,36.9,High
2024-01-10 20:46:44,25.3,36.9,High
2024-01-10 20:46:46,25.3,36.9,High
2024-01-10 20:46:48,25.3,37.0,High
2024-01-10 20:46:50,25.4,37.1,High
2024-01-10 20:46:53,25.3,37.2,High
2024-01-10 20:46:55,25.3,37.2,High
2024-01-10 20:46:57,25.3,37.3,High
2024-01-10 20:46:59,25.3,37.4,High
2024-01-10 20:47:02,25.4,37.6,High
2024-01-10 20:47:04,25.3,37.7,High
2024-01-10 20:47:06,25.3,37.7,High
2024-01-10 20:47:08,25.3,37.8,High
2024-01-10 20:47:11,25.3,37.8,High
2024-01-10 20:47:13,25.3,37.4,High
2024-01-10 20:47:16,25.3,37.4,High
2024-01-10 20:47:18,25.3,37.0,High
2024-01-10 20:47:21,25.3,36.8,High
2024-01-10 20:47:23,25.3,36.9,High
2024-01-10 20:47:25,25.3,37.0,High
2024-01-10 20:47:27,25.3,37.0,High
2024-01-10 20:47:30,25.3,37.0,High
2024-01-10 20:47:32,25.3,37.2,High
2024-01-10 20:47:34,25.3,37.2,High
2024-01-10 20:47:37,25.3,37.1,High
2024-01-10 20:47:39,25.3,37.0,High
2024-01-10 20:47:41,25.3,37.0,High
2024-01-10 20:47:43,25.3,36.9,High
2024-01-10 20:47:46,25.3,36.9,High
2024-01-10 20:47:49,25.3,36.9,High
2024-01-10 20:47:51,25.3,36.9,High
2024-01-10 20:47:54,25.3,36.9,High
2024-01-10 20:47:57,25.3,37.1,High
2024-01-10 20:47:59,25.3,37.0,High
2024-01-10 20:48:01,25.3,37.0,High
2024-01-10 20:48:03,25.3,37.1,High
2024-01-10 20:48:07,25.3,37.1,High
2024-01-10 20:48:09,25.3,37.3,High
2024-01-10 20:48:11,25.3,37.3,High
2024-01-10 20:48:13,25.3,37.2,High
2024-01-10 20:48:16,25.3,37.2,High
2024-01-10 20:48:18,25.3,37.1,High
2024-01-10 20:48:20,25.3,37.1,High
2024-01-10 20:48:22,25.3,37.1,High
2024-01-10 20:48:25,25.3,37.0,High
2024-01-10 20:48:27,25.3,37.0,High
2024-01-10 20:48:29,25.3,37.0,High
2024-01-10 20:48:31,25.3,37.0,High
2024-01-10 20:48:34,25.3,37.0,High
2024-01-10 20:48:36,25.3,37.0,High
2024-01-10 20:48:38,25.3,36.9,High
2024-01-10 20:48:40,25.3,36.9,High
2024-01-10 20:48:43,25.3,36.8,High
2024-01-10 20:48:45,25.3,36.8,High
2024-01-10 20:48:47,25.3,36.8,High
2024-01-10 20:48:50,25.3,37.0,High
2024-01-10 20:48:53,25.3,37.0,High
2024-01-10 20:48:55,25.3,37.1,High
2024-01-10 20:48:57,25.3,36.9,High
2024-01-10 20:49:00,25.3,36.9,High
2024-01-10 20:49:02,25.3,37.0,High
2024-01-10 20:49:05,25.3,37.0,High
2024-01-10 20:49:07,25.3,37.0,High
2024-01-10 20:49:10,25.3,37.1,High
2024-01-10 20:49:12,25.3,37.2,High
2024-01-10 20:49:14,25.3,37.3,High
2024-01-10 20:49:16,25.3,37.4,High
2024-01-10 20:49:19,25.3,37.5,High
2024-01-10 20:49:21,25.3,37.8,High
2024-01-10 20:49:23,25.3,37.8,High
2024-01-10 20:49:25,25.3,37.7,High
2024-01-10 20:49:28,25.3,37.7,High
2024-01-10 20:49:30,25.3,37.5,High
2024-01-10 20:49:32,25.3,37.2,High
2024-01-10 20:49:34,25.3,37.1,High
2024-01-10 20:49:38,25.3,37.1,High
2024-01-10 20:49:40,25.3,36.9,High
2024-01-10 20:49:42,25.3,36.8,High
2024-01-10 20:49:44,25.3,36.9,High
2024-01-10 20:49:47,25.3,36.9,High
2024-01-10 20:49:49,25.3,36.9,High
2024-01-10 20:49:51,25.3,36.8,High
2024-01-10 20:49:53,25.3,36.8,High
2024-01-10 20:49:56,25.3,36.8,High
2024-01-10 20:49:58,25.3,36.8,High
2024-01-10 20:50:00,25.3,36.9,High
2024-01-10 20:50:03,25.3,36.9,High
2024-01-10 20:50:05,25.3,36.8,High
2024-01-10 20:50:07,25.3,36.9,High
2024-01-10 20:50:10,25.3,36.9,High
2024-01-10 20:50:13,25.3,36.9,High
2024-01-10 20:50:15,25.3,37.0,High
2024-01-10 20:50:17,25.2,36.9,High
2024-01-10 20:50:19,25.3,36.9,High
2024-01-10 20:50:22,25.3,36.8,High
2024-01-10 20:50:24,25.3,36.8,High
2024-01-10 20:50:26,25.3,36.8,High
2024-01-10 20:50:28,25.3,36.9,High
2024-01-10 20:50:31,25.3,37.2,High
2024-01-10 20:50:33,25.3,37.5,High
2024-01-10 20:50:35,25.3,37.3,High
2024-01-10 20:50:37,25.3,37.2,High
2024-01-10 20:50:40,25.3,37.2,High
2024-01-10 20:50:42,25.3,37.0,High
2024-01-10 20:50:44,25.2,36.9,High
2024-01-10 20:50:46,25.2,36.8,High
2024-01-10 20:50:49,25.3,36.8,High
2024-01-10 20:50:51,25.3,36.8,High
2024-01-10 20:50:53,25.2,36.8,High
2024-01-10 20:50:55,25.2,37.0,High
2024-01-10 20:50:58,25.3,37.1,High
2024-01-10 20:51:00,25.2,37.0,High
2024-01-10 20:51:02,25.3,36.9,High
2024-01-10 20:51:05,25.3,36.9,High
2024-01-10 20:51:07,25.2,36.9,High
2024-01-10 20:51:09,25.2,36.9,High
2024-01-10 20:51:11,25.2,36.8,High
2024-01-10 20:51:14,25.3,36.8,High
2024-01-10 20:51:16,25.2,36.8,High
2024-01-10 20:51:18,25.2,37.1,High
2024-01-10 20:51:20,25.2,37.1,High
2024-01-10 20:51:23,25.2,37.0,High
2024-01-10 20:51:25,25.3,36.9,High
2024-01-10 20:51:27,25.2,36.9,High
2024-01-10 20:51:29,25.2,36.8,High
2024-01-10 20:51:32,25.2,36.8,High
2024-01-10 20:51:34,25.2,37.1,High
2024-01-10 20:51:36,25.2,37.0,High
2024-01-10 20:51:38,25.2,36.8,High
2024-01-10 20:51:41,25.2,36.8,High
2024-01-10 20:51:43,25.2,36.8,High
2024-01-10 20:51:45,25.2,36.8,High
2024-01-10 20:51:47,25.2,36.9,High
2024-01-10 20:51:50,25.2,37.0,High
2024-01-10 20:51:52,25.2,37.0,High
2024-01-10 20:51:54,25.2,36.8,High
2024-01-10 20:51:56,25.2,36.9,High
2024-01-10 20:51:59,25.2,37.0,High
2024-01-10 20:52:01,25.2,37.1,High
2024-01-10 20:52:03,25.3,37.1,High
2024-01-10 20:52:05,25.2,37.0,High
2024-01-10 20:52:08,25.2,37.0,High
2024-01-10 20:52:10,25.2,37.1,High
2024-01-10 20:52:12,25.2,37.1,High
2024-01-10 20:52:14,25.2,37.0,High
2024-01-10 20:52:17,25.2,36.9,High
2024-01-10 20:52:19,25.2,36.9,High
2024-01-10 20:52:22,25.2,36.9,High
2024-01-10 20:52:25,25.2,36.8,High
2024-01-10 20:52:27,25.2,36.8,High
2024-01-10 20:52:29,25.2,36.8,High
2024-01-10 20:52:32,25.2,36.8,High
2024-01-10 20:52:35,25.2,36.9,High
2024-01-10 20:52:37,25.2,37.0,High
2024-01-10 20:52:39,25.2,37.0,High
2024-01-10 20:52:41,25.2,37.0,High
2024-01-10 20:52:44,25.2,37.1,High
2024-01-10 20:52:46,25.2,37.2,High
2024-01-10 20:52:48,25.2,37.1,High
2024-01-10 20:52:50,25.2,36.8,High
2024-01-10 20:52:53,25.2,36.8,High
2024-01-10 20:52:55,25.2,36.9,High
2024-01-10 20:52:57,25.2,36.9,High
2024-01-10 20:52:59,25.2,36.8,High
2024-01-10 20:53:02,25.2,36.7,High
2024-01-10 20:53:04,25.2,36.6,High
2024-01-10 20:53:06,25.2,36.7,High
2024-01-10 20:53:08,25.2,36.8,High
2024-01-10 20:53:11,25.2,36.8,High
2024-01-10 20:53:13,25.2,36.8,High
2024-01-10 20:53:16,25.2,36.8,High
2024-01-10 20:53:18,25.2,36.8,High
2024-01-10 20:53:21,25.2,36.9,High
2024-01-10 20:53:23,25.2,36.9,High
2024-01-10 20:53:25,25.2,36.9,High
2024-01-10 20:53:28,25.2,36.9,High
2024-01-10 20:53:32,25.2,36.9,High
2024-01-10 20:53:35,25.2,36.9,High
2024-01-10 20:53:37,25.2,36.8,High
2024-01-10 20:53:41,25.2,36.8,High
2024-01-10 20:53:43,25.2,36.8,High
2024-01-10 20:53:46,25.2,36.8,High
2024-01-10 20:53:48,25.3,36.8,High
2024-01-10 20:53:51,25.2,36.9,High
2024-01-10 20:53:53,25.2,37.0,High
2024-01-10 20:53:55,25.2,37.3,High
2024-01-10 20:53:57,25.2,37.5,High
2024-01-10 20:54:00,25.2,37.6,High
