name,time,device_id,humidity,temperature
environment,1715057112000000000,,65,25.3
environment,1715057142000000000,,64,25.8
environment,1715057172000000000,,64,26.2
environment,1715057202000000000,,63,26.2
environment,1715057232000000000,,63,26.2
environment,1715057262000000000,,63,26.2
environment,1715057292000000000,,63,26.2
environment,1715057322000000000,,63,26.2
environment,1715057352000000000,,62,26.2
environment,1715057382000000000,,62,26.2
environment,1715057412000000000,,62,26.2
environment,1715057442000000000,,62,26.7
environment,1715057472000000000,,62,26.7
environment,1715057502000000000,,62,26.7
environment,1715057532000000000,,62,26.7
environment,1715057562000000000,,61,26.7
environment,1715057592000000000,,61,26.7
environment,1715057622000000000,,61,26.7
environment,1715057652000000000,,60,26.7
environment,1715057682000000000,,58,26.7
environment,1715057712000000000,,57,26.7
environment,1715057962000000000,,49,25.3
environment,1715057992000000000,,49,25.8
environment,1715058022000000000,,49,25.8
environment,1715058052000000000,,48,25.8
environment,1715058082000000000,,48,25.8
environment,1715058112000000000,,48,26.2
environment,1715058142000000000,,48,26.2
environment,1715058172000000000,,48,26.2
environment,1715058202000000000,,47,26.2
environment,1715058232000000000,,47,26.2
environment,1715058262000000000,,47,26.7
environment,1715075178000000000,,47,26.7
environment,1715075208000000000,,47,26.7
environment,1715075238000000000,,47,26.7
environment,1715075268000000000,,46,26.7
environment,1715075298000000000,,46,26.7
environment,1715075328000000000,,46,27.1
environment,1715075358000000000,,46,27.1
environment,1715075388000000000,,46,27.1
environment,1715075418000000000,,46,27.1
environment,1715075448000000000,,46,27.1
environment,1715075478000000000,,46,27.1
environment,1715075508000000000,,45,27.1
environment,1715075538000000000,,45,27.1
environment,1715075568000000000,,45,27.1
environment,1715075598000000000,,45,27.1
environment,1715075628000000000,,45,27.1
environment,1715075658000000000,,45,27.1
environment,1715075688000000000,,45,27.1
environment,1715075718000000000,,45,27.1
environment,1715075748000000000,,45,27.1
environment,1715075778000000000,,45,27.1
environment,1715075808000000000,,45,27.1
environment,1715075838000000000,,45,27.1
environment,1715075868000000000,,44,27.1
environment,1715075898000000000,,44,27.1
environment,1715075928000000000,,44,27.1
environment,1715075958000000000,,44,27.1
environment,1715075988000000000,,44,27.2
environment,1715076018000000000,,44,27.3
environment,1715076048000000000,,44,27.2
environment,1715076078000000000,,44,27.2
environment,1715076108000000000,,44,27.6
environment,1715076138000000000,,44,27.6
environment,1715076168000000000,,44,27.6
environment,1715076198000000000,,44,27.6
environment,1715076228000000000,,44,27.6
environment,1715076258000000000,,44,27.6
environment,1715076288000000000,,44,27.6
environment,1715076318000000000,,44,27.6
environment,1715076348000000000,,44,27.6
environment,1715076378000000000,,44,27.6
environment,1715076408000000000,,44,27.6
environment,1715076438000000000,,44,27.6
environment,1715076468000000000,,44,27.6
environment,1715076498000000000,,44,27.6
environment,1715076528000000000,,44,27.6
environment,1715076588000000000,,44,27.6
environment,1715076618000000000,,44,27.6
environment,1715076648000000000,,44,27.6
environment,1715076678000000000,,44,27.6
environment,1715076708000000000,,44,27.6
environment,1715076738000000000,,44,27.6
environment,1715076768000000000,,44,27.6
environment,1715076798000000000,,44,27.6
environment,1715076828000000000,,44,27.6
environment,1715076858000000000,,44,27.6
environment,1715076888000000000,,44,27.6
environment,1715076918000000000,,44,27.6
environment,1715076948000000000,,44,27.6
environment,1715076978000000000,,44,27.6
environment,1715077008000000000,,44,27.6
environment,1715077038000000000,,44,27.6
environment,1715077068000000000,,44,27.6
environment,1715077098000000000,,44,27.6
environment,1715077128000000000,,44,27.6
environment,1715077158000000000,,44,27.6
environment,1715077188000000000,,44,27.6
environment,1715077218000000000,,44,27.6
environment,1715077248000000000,,44,27.6
environment,1715077278000000000,,44,27.6
environment,1715077308000000000,,44,27.6
environment,1715077338000000000,,44,27.6
environment,1715077368000000000,,44,27.6
environment,1715077398000000000,,44,27.6
environment,1715077428000000000,,44,27.6
environment,1715077458000000000,,44,27.6
environment,1715077488000000000,,44,27.6
environment,1715077518000000000,,44,27.6
environment,1715077548000000000,,44,27.6
environment,1715077578000000000,,44,27.6
environment,1715077608000000000,,44,27.6
environment,1715077638000000000,,44,27.6
environment,1715077668000000000,,44,27.6
environment,1715077698000000000,,44,27.6
environment,1715077728000000000,,44,27.6
environment,1715077758000000000,,44,27.6
environment,1715077788000000000,,44,27.6
environment,1715077818000000000,,44,27.6
environment,1715077848000000000,,44,27.6
environment,1715077878000000000,,44,27.6
environment,1715077908000000000,,44,27.6
environment,1715077938000000000,,44,27.6
environment,1715077968000000000,,44,27.6
environment,1715077998000000000,,44,27.6
environment,1715078028000000000,,44,27.6
environment,1715078058000000000,,44,27.6
environment,1715078088000000000,,44,27.6
environment,1715078118000000000,,44,27.6
environment,1715078148000000000,,43,27.6
environment,1715078178000000000,,43,27.6
environment,1715078208000000000,,44,27.6
environment,1715078238000000000,,43,27.6
environment,1715078268000000000,,44,27.6
environment,1715078298000000000,,44,27.6
environment,1715078328000000000,,43,27.6
environment,1715078358000000000,,43,27.6
environment,1715078388000000000,,44,27.6
environment,1715078418000000000,,43,28
environment,1715078448000000000,,42,28
environment,1715078478000000000,,43,27.6
environment,1715078508000000000,,42,28
environment,1715078538000000000,,44,27.6
environment,1715078568000000000,,44,27.6
environment,1715078598000000000,,44,27.6
environment,1715078628000000000,,43,27.6
environment,1715078658000000000,,43,27.6
environment,1715078688000000000,,44,27.6
environment,1715078718000000000,,44,27.6
environment,1715078748000000000,,44,27.6
environment,1715078778000000000,,44,27.6
environment,1715078808000000000,,44,27.6
environment,1715078838000000000,,43,27.6
environment,1715078868000000000,,43,27.6
environment,1715078898000000000,,43,27.6
environment,1715078928000000000,,43,27.6
